U+4E00	一
U+4E59	乙
U+4E8C	二
U+5341	十
U+4E01	丁
U+5382	厂
U+4E03	七
U+535C	卜
U+516B	八
U+4EBA	人
U+5165	入
U+513F	儿
U+5315	匕
U+51E0	几
U+4E5D	九
U+5201	刁
U+4E86	了
U+5200	刀
U+529B	力
U+4E43	乃
U+53C8	又
U+4E09	三
U+5E72	干
U+4E8E	于
U+4E8F	亏
U+5DE5	工
U+571F	土
U+58EB	士
U+624D	才
U+4E0B	下
U+5BF8	寸
U+5927	大
U+4E08	丈
U+4E0E	与
U+4E07	万
U+4E0A	上
U+5C0F	小
U+53E3	口
U+5C71	山
U+5DFE	巾
U+5343	千
U+4E5E	乞
U+5DDD	川
U+4EBF	亿
U+4E2A	个
U+5915	夕
U+4E45	久
U+4E48	么
U+52FA	勺
U+51E1	凡
U+4E38	丸
U+53CA	及
U+5E7F	广
U+4EA1	亡
U+95E8	门
U+4E2B	丫
U+4E49	义
U+4E4B	之
U+5C38	尸
U+5DF1	己
U+5DF2	已
U+5DF3	巳
U+5F13	弓
U+5B50	子
U+536B	卫
U+4E5F	也
U+5973	女
U+5203	刃
U+98DE	飞
U+4E60	习
U+53C9	叉
U+9A6C	马
U+4E61	乡
U+4E30	丰
U+738B	王
U+5F00	开
U+4E95	井
U+5929	天
U+592B	夫
U+5143	元
U+65E0	无
U+4E91	云
U+4E13	专
U+4E10	丐
U+624E	扎
U+827A	艺
U+6728	木
U+4E94	五
U+652F	支
U+5385	厅
U+4E0D	不
U+72AC	犬
U+592A	太
U+533A	区
U+5386	历
U+6B79	歹
U+53CB	友
U+5C24	尤
U+5339	匹
U+8F66	车
U+5DE8	巨
U+7259	牙
U+5C6F	屯
U+6208	戈
U+6BD4	比
U+4E92	互
U+5207	切
U+74E6	瓦
U+6B62	止
U+5C11	少
U+66F0	曰
U+65E5	日
U+4E2D	中
U+8D1D	贝
U+5188	冈
U+5185	内
U+6C34	水
U+89C1	见
U+5348	午
U+725B	牛
U+624B	手
U+6C14	气
U+6BDB	毛
U+58EC	壬
U+5347	升
U+592D	夭
U+957F	长
U+4EC1	仁
U+4EC0	什
U+7247	片
U+4EC6	仆
U+5316	化
U+4EC7	仇
U+5E01	币
U+4ECD	仍
U+4EC5	仅
U+65A4	斤
U+722A	爪
U+53CD	反
U+4ECB	介
U+7236	父
U+4ECE	从
U+4ED1	仑
U+4ECA	今
U+51F6	凶
U+5206	分
U+4E4F	乏
U+516C	公
U+4ED3	仓
U+6708	月
U+6C0F	氏
U+52FF	勿
U+6B20	欠
U+98CE	风
U+4E39	丹
U+5300	匀
U+4E4C	乌
U+52FE	勾
U+51E4	凤
U+516D	六
U+6587	文
U+4EA2	亢
U+65B9	方
U+706B	火
U+4E3A	为
U+6597	斗
U+5FC6	忆
U+8BA1	计
U+8BA2	订
U+6237	户
U+8BA4	认
U+5197	冗
U+8BA5	讥
U+5FC3	心
U+5C3A	尺
U+5F15	引
U+4E11	丑
U+5DF4	巴
U+5B54	孔
U+961F	队
U+529E	办
U+4EE5	以
U+5141	允
U+4E88	予
U+9093	邓
U+529D	劝
U+53CC	双
U+4E66	书
U+5E7B	幻
U+7389	玉
U+520A	刊
U+672A	未
U+672B	末
U+793A	示
U+51FB	击
U+6253	打
U+5DE7	巧
U+6B63	正
U+6251	扑
U+5349	卉
U+6252	扒
U+529F	功
U+6254	扔
U+53BB	去
U+7518	甘
U+4E16	世
U+827E	艾
U+53E4	古
U+8282	节
U+672C	本
U+672F	术
U+53EF	可
U+4E19	丙
U+5DE6	左
U+5389	厉
U+77F3	石
U+53F3	右
U+5E03	布
U+592F	夯
U+620A	戊
U+9F99	龙
U+5E73	平
U+706D	灭
U+8F67	轧
U+4E1C	东
U+5361	卡
U+5317	北
U+5360	占
U+51F8	凸
U+5362	卢
U+4E1A	业
U+65E7	旧
U+5E05	帅
U+5F52	归
U+65E6	旦
U+76EE	目
U+4E14	且
U+53F6	叶
U+7532	甲
U+7533	申
U+53EE	叮
U+7535	电
U+53F7	号
U+7530	田
U+7531	由
U+53EA	只
U+53ED	叭
U+53F2	史
U+592E	央
U+5144	兄
U+53FD	叽
U+53FC	叼
U+53EB	叫
U+53E9	叩
U+53E8	叨
U+53E6	另
U+53F9	叹
U+5189	冉
U+76BF	皿
U+51F9	凹
U+56DA	囚
U+56DB	四
U+751F	生
U+77E2	矢
U+5931	失
U+4E4D	乍
U+79BE	禾
U+4E18	丘
U+4ED8	付
U+4ED7	仗
U+4EE3	代
U+4ED9	仙
U+4EEC	们
U+4EEA	仪
U+767D	白
U+4ED4	仔
U+4ED6	他
U+65A5	斥
U+74DC	瓜
U+4E4E	乎
U+4E1B	丛
U+4EE4	令
U+7528	用
U+7529	甩
U+5370	印
U+5C14	尔
U+4E50	乐
U+53E5	句
U+5306	匆
U+518C	册
U+536F	卯
U+72AF	犯
U+5916	外
U+5904	处
U+51AC	冬
U+9E1F	鸟
U+52A1	务
U+5305	包
U+9965	饥
U+4E3B	主
U+5E02	市
U+7ACB	立
U+51AF	冯
U+7384	玄
U+95EA	闪
U+5170	兰
U+534A	半
U+6C41	汁
U+6C47	汇
U+5934	头
U+6C49	汉
U+5B81	宁
U+7A74	穴
U+5B83	它
U+8BA8	讨
U+5199	写
U+8BA9	让
U+793C	礼
U+8BAD	训
U+8BAE	议
U+5FC5	必
U+8BAF	讯
U+8BB0	记
U+6C38	永
U+53F8	司
U+5C3C	尼
U+6C11	民
U+5F17	弗
U+5F18	弘
U+51FA	出
U+8FBD	辽
U+5976	奶
U+5974	奴
U+53EC	召
U+52A0	加
U+76AE	皮
U+8FB9	边
U+5B55	孕
U+53D1	发
U+5723	圣
U+5BF9	对
U+53F0	台
U+77DB	矛
U+7EA0	纠
U+6BCD	母
U+5E7C	幼
U+4E1D	丝
U+90A6	邦
U+5F0F	式
U+8FC2	迂
U+5211	刑
U+620E	戎
U+52A8	动
U+625B	扛
U+5BFA	寺
U+5409	吉
U+6263	扣
U+8003	考
U+6258	托
U+8001	老
U+5DE9	巩
U+573E	圾
U+6267	执
U+6269	扩
U+626B	扫
U+5730	地
U+573A	场
U+626C	扬
U+8033	耳
U+828B	芋
U+5171	共
U+8292	芒
U+4E9A	亚
U+829D	芝
U+673D	朽
U+6734	朴
U+673A	机
U+6743	权
U+8FC7	过
U+81E3	臣
U+540F	吏
U+518D	再
U+534F	协
U+897F	西
U+538B	压
U+538C	厌
U+620C	戌
U+5728	在
U+767E	百
U+6709	有
U+5B58	存
U+800C	而
U+9875	页
U+5320	匠
U+5938	夸
U+593A	夺
U+7070	灰
U+8FBE	达
U+5217	列
U+6B7B	死
U+6210	成
U+5939	夹
U+5937	夷
U+8F68	轨
U+90AA	邪
U+5C27	尧
U+5212	划
U+8FC8	迈
U+6BD5	毕
U+81F3	至
U+6B64	此
U+8D1E	贞
U+5E08	师
U+5C18	尘
U+5C16	尖
U+52A3	劣
U+5149	光
U+5F53	当
U+65E9	早
U+5401	吁
U+5410	吐
U+5413	吓
U+866B	虫
U+66F2	曲
U+56E2	团
U+5415	吕
U+540C	同
U+540A	吊
U+5403	吃
U+56E0	因
U+5438	吸
U+5417	吗
U+5406	吆
U+5C7F	屿
U+5C79	屹
U+5C81	岁
U+5E06	帆
U+56DE	回
U+5C82	岂
U+5219	则
U+521A	刚
U+7F51	网
U+8089	肉
U+5E74	年
U+6731	朱
U+5148	先
U+4E22	丢
U+5EF7	廷
U+820C	舌
U+7AF9	竹
U+8FC1	迁
U+4E54	乔
U+8FC4	迄
U+4F1F	伟
U+4F20	传
U+4E52	乒
U+4E53	乓
U+4F11	休
U+4F0D	伍
U+4F0F	伏
U+4F18	优
U+81FC	臼
U+4F10	伐
U+5EF6	延
U+4EF2	仲
U+4EF6	件
U+4EFB	任
U+4F24	伤
U+4EF7	价
U+4F26	伦
U+4EFD	份
U+534E	华
U+4EF0	仰
U+4EFF	仿
U+4F19	伙
U+4F2A	伪
U+81EA	自
U+4F0A	伊
U+8840	血
U+5411	向
U+4F3C	似
U+540E	后
U+884C	行
U+821F	舟
U+5168	全
U+4F1A	会
U+6740	杀
U+5408	合
U+5146	兆
U+4F01	企
U+4F17	众
U+7237	爷
U+4F1E	伞
U+521B	创
U+808C	肌
U+808B	肋
U+6735	朵
U+6742	杂
U+5371	危
U+65EC	旬
U+65E8	旨
U+65ED	旭
U+8D1F	负
U+5308	匈
U+540D	名
U+5404	各
U+591A	多
U+4E89	争
U+8272	色
U+58EE	壮
U+51B2	冲
U+5986	妆
U+51B0	冰
U+5E84	庄
U+5E86	庆
U+4EA6	亦
U+5218	刘
U+9F50	齐
U+4EA4	交
U+8863	衣
U+6B21	次
U+4EA7	产
U+51B3	决
U+4EA5	亥
U+5145	充
U+5984	妄
U+95ED	闭
U+95EE	问
U+95EF	闯
U+7F8A	羊
U+5E76	并
U+5173	关
U+7C73	米
U+706F	灯
U+5DDE	州
U+6C57	汗
U+6C61	污
U+6C5F	江
U+6C5B	汛
U+6C60	池
U+6C5D	汝
U+6C64	汤
U+5FD9	忙
U+5174	兴
U+5B87	宇
U+5B88	守
U+5B85	宅
U+5B57	字
U+5B89	安
U+8BB2	讲
U+8BB3	讳
U+519B	军
U+8BB6	讶
U+8BB8	许
U+8BB9	讹
U+8BBA	论
U+8BBC	讼
U+519C	农
U+8BBD	讽
U+8BBE	设
U+8BBF	访
U+8BC0	诀
U+5BFB	寻
U+90A3	那
U+8FC5	迅
U+5C3D	尽
U+5BFC	导
U+5F02	异
U+5F1B	弛
U+5B59	孙
U+9635	阵
U+9633	阳
U+6536	收
U+9636	阶
U+9634	阴
U+9632	防
U+5978	奸
U+5982	如
U+5987	妇
U+5983	妃
U+597D	好
U+5979	她
U+5988	妈
U+620F	戏
U+7FBD	羽
U+89C2	观
U+6B22	欢
U+4E70	买
U+7EA2	红
U+9A6E	驮
U+7EA4	纤
U+9A6F	驯
U+7EA6	约
U+7EA7	级
U+7EAA	纪
U+9A70	驰
U+7EAB	纫
U+5DE1	巡
U+5BFF	寿
U+5F04	弄
U+9EA6	麦
U+7396	玖
U+739B	玛
U+5F62	形
U+8FDB	进
U+6212	戒
U+541E	吞
U+8FDC	远
U+8FDD	违
U+97E7	韧
U+8FD0	运
U+6276	扶
U+629A	抚
U+575B	坛
U+6280	技
U+574F	坏
U+62A0	抠
U+6270	扰
U+627C	扼
U+62D2	拒
U+627E	找
U+6279	批
U+5740	址
U+626F	扯
U+8D70	走
U+6284	抄
U+8D21	贡
U+6C5E	汞
U+575D	坝
U+653B	攻
U+8D64	赤
U+6298	折
U+6293	抓
U+6273	扳
U+62A1	抡
U+626E	扮
U+62A2	抢
U+5B5D	孝
U+574E	坎
U+5747	均
U+6291	抑
U+629B	抛
U+6295	投
U+575F	坟
U+5751	坑
U+6297	抗
U+574A	坊
U+6296	抖
U+62A4	护
U+58F3	壳
U+5FD7	志
U+5757	块
U+626D	扭
U+58F0	声
U+628A	把
U+62A5	报
U+62DF	拟
U+5374	却
U+6292	抒
U+52AB	劫
U+8299	芙
U+829C	芜
U+82C7	苇
U+82BD	芽
U+82B1	花
U+82B9	芹
U+82A5	芥
U+82AC	芬
U+82CD	苍
U+82B3	芳
U+4E25	严
U+82A6	芦
U+82AF	芯
U+52B3	劳
U+514B	克
U+82AD	芭
U+82CF	苏
U+6746	杆
U+6760	杠
U+675C	杜
U+6750	材
U+6751	村
U+6756	杖
U+674F	杏
U+6749	杉
U+5DEB	巫
U+6781	极
U+674E	李
U+6768	杨
U+6C42	求
U+752B	甫
U+5323	匣
U+66F4	更
U+675F	束
U+543E	吾
U+8C46	豆
U+4E24	两
U+9149	酉
U+4E3D	丽
U+533B	医
U+8FB0	辰
U+52B1	励
U+5426	否
U+8FD8	还
U+5C2C	尬
U+6B7C	歼
U+6765	来
U+8FDE	连
U+8F69	轩
U+6B65	步
U+5364	卤
U+575A	坚
U+8096	肖
U+65F1	旱
U+76EF	盯
U+5448	呈
U+65F6	时
U+5434	吴
U+52A9	助
U+53BF	县
U+91CC	里
U+5446	呆
U+5431	吱
U+5420	吠
U+5455	呕
U+56ED	园
U+65F7	旷
U+56F4	围
U+5440	呀
U+5428	吨
U+8DB3	足
U+90AE	邮
U+7537	男
U+56F0	困
U+5435	吵
U+4E32	串
U+5458	员
U+5450	呐
U+542C	听
U+541F	吟
U+5429	吩
U+545B	呛
U+543B	吻
U+5439	吹
U+545C	呜
U+542D	吭
U+5427	吧
U+9091	邑
U+543C	吼
U+56E4	囤
U+522B	别
U+542E	吮
U+5C96	岖
U+5C97	岗
U+5E10	帐
U+8D22	财
U+9488	针
U+9489	钉
U+7261	牡
U+544A	告
U+6211	我
U+4E71	乱
U+5229	利
U+79C3	秃
U+79C0	秀
U+79C1	私
U+6BCF	每
U+5175	兵
U+4F30	估
U+4F53	体
U+4F55	何
U+4F50	佐
U+4F51	佑
U+4F46	但
U+4F38	伸
U+4F43	佃
U+4F5C	作
U+4F2F	伯
U+4F36	伶
U+4F63	佣
U+4F4E	低
U+4F60	你
U+4F4F	住
U+4F4D	位
U+4F34	伴
U+8EAB	身
U+7682	皂
U+4F3A	伺
U+4F5B	佛
U+56F1	囱
U+8FD1	近
U+5F7B	彻
U+5F79	役
U+8FD4	返
U+4F59	余
U+5E0C	希
U+5750	坐
U+8C37	谷
U+59A5	妥
U+542B	含
U+90BB	邻
U+5C94	岔
U+809D	肝
U+809B	肛
U+809A	肚
U+8098	肘
U+80A0	肠
U+9F9F	龟
U+7538	甸
U+514D	免
U+72C2	狂
U+72B9	犹
U+72C8	狈
U+89D2	角
U+5220	删
U+6761	条
U+5F64	彤
U+5375	卵
U+7078	灸
U+5C9B	岛
U+5228	刨
U+8FCE	迎
U+996D	饭
U+996E	饮
U+7CFB	系
U+8A00	言
U+51BB	冻
U+72B6	状
U+4EA9	亩
U+51B5	况
U+5E8A	床
U+5E93	库
U+5E87	庇
U+7597	疗
U+541D	吝
U+5E94	应
U+8FD9	这
U+51B7	冷
U+5E90	庐
U+5E8F	序
U+8F9B	辛
U+5F03	弃
U+51B6	冶
U+5FD8	忘
U+95F0	闰
U+95F2	闲
U+95F4	间
U+95F7	闷
U+5224	判
U+5151	兑
U+7076	灶
U+707F	灿
U+707C	灼
U+5F1F	弟
U+6C6A	汪
U+6C90	沐
U+6C9B	沛
U+6C70	汰
U+6CA5	沥
U+6C99	沙
U+6C7D	汽
U+6C83	沃
U+6CA6	沦
U+6C79	汹
U+6CDB	泛
U+6CA7	沧
U+6CA1	没
U+6C9F	沟
U+6CAA	沪
U+6C88	沈
U+6C89	沉
U+6C81	沁
U+6000	怀
U+5FE7	忧
U+5FF1	忱
U+5FEB	快
U+5B8C	完
U+5B8B	宋
U+5B8F	宏
U+7262	牢
U+7A76	究
U+7A77	穷
U+707E	灾
U+826F	良
U+8BC1	证
U+542F	启
U+8BC4	评
U+8865	补
U+521D	初
U+793E	社
U+7940	祀
U+8BC6	识
U+8BC8	诈
U+8BC9	诉
U+7F55	罕
U+8BCA	诊
U+8BCD	词
U+8BD1	译
U+541B	君
U+7075	灵
U+5373	即
U+5C42	层
U+5C41	屁
U+5C3F	尿
U+5C3E	尾
U+8FDF	迟
U+5C40	局
U+6539	改
U+5F20	张
U+5FCC	忌
U+9645	际
U+9646	陆
U+963F	阿
U+9648	陈
U+963B	阻
U+9644	附
U+5760	坠
U+5993	妓
U+5999	妙
U+5996	妖
U+59CA	姊
U+59A8	妨
U+5992	妒
U+52AA	努
U+5FCD	忍
U+52B2	劲
U+77E3	矣
U+9E21	鸡
U+7EAC	纬
U+9A71	驱
U+7EAF	纯
U+7EB1	纱
U+7EB2	纲
U+7EB3	纳
U+9A73	驳
U+7EB5	纵
U+7EB7	纷
U+7EB8	纸
U+7EB9	纹
U+7EBA	纺
U+9A74	驴
U+7EBD	纽
U+5949	奉
U+73A9	玩
U+73AF	环
U+6B66	武
U+9752	青
U+8D23	责
U+73B0	现
U+73AB	玫
U+8868	表
U+89C4	规
U+62B9	抹
U+5366	卦
U+5777	坷
U+576F	坯
U+62D3	拓
U+62E2	拢
U+62D4	拔
U+576A	坪
U+62E3	拣
U+5766	坦
U+62C5	担
U+5764	坤
U+62BC	押
U+62BD	抽
U+62D0	拐
U+62D6	拖
U+8005	者
U+62CD	拍
U+9876	顶
U+62C6	拆
U+62CE	拎
U+62E5	拥
U+62B5	抵
U+62D8	拘
U+52BF	势
U+62B1	抱
U+62C4	拄
U+5783	垃
U+62C9	拉
U+62E6	拦
U+5E78	幸
U+62CC	拌
U+62E7	拧
U+62C2	拂
U+62D9	拙
U+62DB	招
U+5761	坡
U+62AB	披
U+62E8	拨
U+62E9	择
U+62AC	抬
U+62C7	拇
U+62D7	拗
U+5176	其
U+53D6	取
