emdash	U+2014	—
uni2015	U+2014	—
uni2E3A	U+2E3A	⸺
uni2E3B	U+2E3B	⸻
uniFF3F	U+FF3F	＿
uniFE49	U+FE49	﹉
uniFE4A	U+FE4A	﹊
uniFE4B	U+FE4B	﹋
uniFE4C	U+FE4C	﹌
uniFE4D	U+FE4D	﹍
uniFE4E	U+FE4E	﹎
uniFE4F	U+FE4F	﹏
uniFFE3	U+FFE3	￣
